Title,Authors,Price,Stars,Number of Reviews,Country
Simply Artificial Intelligence  ,"['Edición Inglés', 'Hasta 24 meses de $17.51 con costo de financiamiento', 'Otro formato: ']",298.0,1,255,Mexico
Supercharge Power Bi: Power Bi Is Better When You Learn to Write Dax  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $30.62 con costo de financiamiento', 'Otro formato: ']",522.0,1,418,Mexico
Thousand Brains: A New Theory of Intelligence  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $19.12 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",325.0,4,113,Mexico
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,"['Edición Inglés', 'Hasta 24 meses de $20.15 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",343.0,5,210,Mexico
Naked Statistics: Stripping the Dread from the Data  ,"['Edición Inglés', 'Hasta 24 meses de $17.17 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",292.0,1,427,Mexico
"Python Tools for Scientists: An Introduction to Using Anaconda, JupyterLab, and Python's Scientific Libraries  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $40.12 con costo de financiamiento', 'Otro formato: ']",683.0,5,174,Mexico
The Hobbit and the Lord of the Rings  ,"['Edición Inglés', 'Hasta 24 meses de $45.20 con costo de financiamiento']",770.0,4,210,Mexico
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world  ,"['Edición Inglés', 'Hasta 24 meses de $45.58 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",777.0,2,226,Mexico
Applied Spatial Data Analysis with R: 10  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $88.11 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,2,298,Mexico
"Concurrent Data Processing in Elixir: Fast, Resilient Applications with Otp, Genstage, Flow, and Broadway  ","['Edición Inglés', 'Hasta 24 meses de $39.47 con costo de financiamiento', 'Otro formato: ']",672.0,4,331,Mexico
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures  ,"['Edición Inglés', 'Hasta 24 meses de $84.89 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,4,187,Mexico
Cybersecurity  ,"['Edición Inglés', 'Hasta 24 meses de $17.93 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",305.0,1,480,Mexico
Probabilistic Machine Learning: Advanced Topics  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $148.10 con costo de financiamiento', 'Otro formato: ']",2.0,3,110,Mexico
"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data  ","['Edición Inglés', 'Hasta 24 meses de $39.85 con costo de financiamiento', 'Otro formato: ']",679.0,4,210,Mexico
"Big Data: A Revolution That Will Transform How We Live, Work, and Think  ","['Edición Inglés', 'Hasta 24 meses de $16.19 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",276.0,1,217,Mexico
Factfulness: Ten Reasons We're Wrong about the World--And Why Things Are Better Than You Think  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $11.67 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",199.0,1,157,Mexico
Marketing Analytics: Data-Driven Techniques with Microsoft Excel  ,"['Edición Inglés', 'Hasta 24 meses de $53.41 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",910.0,2,445,Mexico
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People  ,"['Edición Inglés', 'Hasta 24 meses de $44.70 con costo de financiamiento', 'Otro formato: ']",762.0,5,263,Mexico
Algoritmos iluminados (Cuarta parte): Algoritmos para problemas NP-complejos: 4  ,"['Hasta 24 meses de $22.84 con costo de financiamiento', 'Otro formato: ']",389.0,4,187,Mexico
Sad Animal Facts  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $15.90 con costo de financiamiento', 'Otro formato: ']",271.0,1,131,Mexico
The Manga Guide to Cryptography  ,"['Edición Inglés', 'Hasta 24 meses de $26.56 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",452.0,1,191,Mexico
Grimoire NieR: Revised Edition: NieR Replicant ver.1.22474487139... The Complete Guide  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $38.64 con costo de financiamiento', 'Otro formato: ']",658.0,3,114,Mexico
Deep Learning: A Visual Approach  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $90.96 con costo de financiamiento', 'Otro formato: ']",1.0,1,401,Mexico
Python Data Science Handbook: Essential Tools for Working with Data  ,"['Edición Inglés', 'Hasta 24 meses de $89.90 con costo de financiamiento']",1.0,4,19,Mexico
Social Engineering: The Science of Human Hacking  ,"['Edición Inglés', 'Hasta 24 meses de $40.77 con costo de financiamiento', 'Otros formatos: ', ', ']",695.0,2,459,Mexico
"Power Pivot and Power Bi: The Excel User's Guide to Dax, Power Query, Power Bi & Power Pivot in Excel 2010-2016  ","['Edición Inglés', 'Hasta 24 meses de $30.97 con costo de financiamiento', 'Otro formato: ']",528.0,1,99,Mexico
"Cómo Funciona El Mundo: Una Guía Científica de Nuestro Pasado, Presente Y Futuro / How the World Really Works  ","['Hasta 24 meses de $25.24 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",430.0,5,426,Mexico
Power and Prediction: The Disruptive Economics of Artificial Intelligence  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $25.00 con costo de financiamiento', 'Otros formatos: ', ', ']",426.0,3,71,Mexico
Deep Learning Architectures: A Mathematical Approach  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $53.78 con costo de financiamiento', 'Otros formatos: ', ', ']",916.0,2,418,Mexico
The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data  ,"['Edición Inglés', 'Hasta 24 meses de $18.75 con costo de financiamiento', 'Otros formatos: ', ', ', ', ', ', ']",319.0,4,219,Mexico
"Date a Live, Vol. 10 (Light Novel): Volume 10  ","['Edición Inglés', 'Hasta 24 meses de $20.22 con costo de financiamiento', 'Otro formato: ']",344.0,4,322,Mexico
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,"['Edición Inglés', 'Hasta 24 meses de $58.13 con costo de financiamiento', 'Otro formato: ']",990.0,3,89,Mexico
"Good Charts, Updated and Expanded: The HBR Guide to Making Smarter, More Persuasive Data Visualizations  ","['Edición Inglés', 'Hasta 24 meses de $36.00 con costo de financiamiento', 'Otro formato: ']",613.0,1,478,Mexico
Start with Why: How Great Leaders Inspire Everyone to Take Action  ,"['Edición Inglés', 'Hasta 24 meses de $17.18 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ', ', ']",293.0,5,382,Mexico
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control  ","['Edición Inglés', 'Hasta 24 meses de $69.53 con costo de financiamiento', 'Otro formato: ']",1.0,4,24,Mexico
Data Science: Create Teams That Ask the Right Questions and Deliver Real Value  ,"['Edición Inglés', 'Hasta 24 meses de $62.35 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,4,97,Mexico
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook (English Edition)  ","['Edición Inglés', 'Otros formatos: ', ', ']",0.0,3,397,Mexico
The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $56.59 con costo de financiamiento', 'Otro formato: ']",964.0,1,487,Mexico
Pull Don't Push: Why STEM Messaging to Girls Isn't Working and What to Do Instead  ,"['Edición Inglés', 'Hasta 24 meses de $28.05 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",478.0,3,210,Mexico
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks  ","['Edición Inglés', 'Hasta 24 meses de $36.58 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",623.0,4,158,Mexico
Geographical Data Science and Spatial Data Analysis: An Introduction in R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $40.12 con costo de financiamiento', 'Otros formatos: ', ', ']",683.0,3,136,Mexico
How the World Really Works: The Science Behind How We Got Here and Where We're Going  ,"['Edición Inglés', 'Hasta 24 meses de $28.33 con costo de financiamiento', 'Otros formatos: ', ', ']",483.0,5,234,Mexico
Data Science for Babies (Cookie Books for Babies) (English Edition)  ,"['Edición Inglés', 'Otro formato: ']",0.0,2,326,Mexico
"Mastering Data Science and Analytics: From Theory to Practice"" (English Edition)  ","['Edición Inglés', 'Otro formato: ']",0.0,2,137,Mexico
"Kimball's Data Warehouse Toolkit Classics, 3 Volume Set  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 3 meses sin intereses de $667.75']",2.0,3,438,Mexico
Data Smart: Using Data Science to Transform Information Into Insight  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $33.13 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",564.0,5,338,Mexico
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press) (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",319.0,3,85,Mexico
Python for Data Science For Dummies (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",331.0,4,306,Mexico
Data Structures and Algorithms with Python  ,"['Edición Inglés', 'Hasta 24 meses de $82.57 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,3,434,Mexico
"Mathematics of Big Data: Spreadsheets, Databases, Matrices, and Graphs  ","['Edición Inglés', 'Hasta 24 meses de $82.62 con costo de financiamiento']",1.0,1,52,Mexico
Mastering Microsoft Power BI - Second Edition: Expert techniques to create interactive insights for effective data analytics and business intelligence  ,"['Edición Inglés', 'Otro formato: ']",940.0,4,330,Mexico
Graph Data Science with Neo4j: Learn how to use Neo4j 5 with Graph Data Science library 2.0 and its Python driver for your project (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",362.0,2,31,Mexico
Data Action: Using Data for Public Good  ,"['Edición Inglés', 'Hasta 24 meses de $31.83 con costo de financiamiento', 'Otros formatos: ', ', ']",542.0,1,380,Mexico
Numbers Don't Lie: 71 Stories to Help Us Understand the Modern World (English Edition)  ,"['Edición Inglés', 'Otros formatos: ', ', ']",159.0,1,324,Mexico
Cyber Privacy: Who Has Your Data and Why You Should Care  ,"['Edición Inglés', 'Hasta 24 meses de $26.93 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",459.0,1,443,Mexico
Data Science: 2 Books: Data Analytics For Beginners And Markov Models (English Edition)  ,['Edición Inglés'],0.0,1,352,Mexico
Data Science and Machine Learning: Mathematical and Statistical Methods  ,"['Edición Inglés', 'Hasta 24 meses de $110.59 con costo de financiamiento', 'Otro formato: ']",1.0,5,155,Mexico
"Data Governance: The Definitive Guide: People, Processes, and Tools to Operationalize Data Trustworthiness  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $64.31 con costo de financiamiento', 'Otro formato: ']",1.0,1,81,Mexico
"Python for Data Science: 2 Books in 1. A Practical Beginner’s Guide to learn Python Programming, introducing into Data Analytics, Machine Learning, Web ... with Hands-on Projects (English Edition)  ","['Edición Inglés', 'Otro formato: ']",0.0,5,192,Mexico
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems (English Edition)  ","['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",327.0,5,312,Mexico
Machine Learning for Data Streams: with Practical Examples in MOA  ,"['Edición Inglés', 'Hasta 24 meses de $57.16 con costo de financiamiento', 'Otros formatos: ', ', ']",974.0,2,494,Mexico
The Rules of Contagion: Why Things Spread--And Why They Stop  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $22.97 con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",391.0,5,420,Mexico
Data Science  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",288.0,3,380,Mexico
The Art of Statistics: How to Learn from Data  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",344.0,1,222,Mexico
Dive Into Data Science: Use Python To Tackle Your Toughest Business Challenges  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",733.0,1,412,Mexico
"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",721.0,3,151,Mexico
The Book of Why: The New Science of Cause and Effect  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",351.0,5,69,Mexico
Python for Data Science: A Hands-On Introduction  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",543.0,2,492,Mexico
Think Like a Data Scientist: Tackle the Data Science Process Step-By-Step  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",797.0,5,261,Mexico
"Hands-On Data Analysis with Pandas - Second Edition: A Python data science handbook for data collection, wrangling, analysis, and visualization  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",786.0,4,76,Mexico
"Data Science on AWS: Implementing End-To-End, Continuous AI and Machine Learning Pipelines  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",869.0,2,317,Mexico
Big Data For Dummies  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",436.0,5,413,Mexico
Big Data MBA: Driving Business Strategies with Data Science  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",568.0,2,24,Mexico
How to Lead in Data Science  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,1,243,Mexico
The Shape of Data: Geometry-Based Machine Learning and Data Analysis in R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",594.0,2,174,Mexico
Scientifica Historica: How the world's great science books chart the history of knowledge (Liber Historica)  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",367.0,2,263,Mexico
Analytical Skills for AI and Data Science: Building Skills for an Ai-Driven Enterprise  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,5,483,Mexico
Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otro formato: ']",269.0,4,327,Mexico
Don't Trust Your Gut: Using Data to Get What You Really Want in Life  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",455.0,3,409,Mexico
"Computer Age Statistical Inference, Student Edition: Algorithms, Evidence, and Data Science: 6  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",708.0,4,494,Mexico
The Model Thinker: What You Need to Know to Make Data Work for You  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",340.0,5,129,Mexico
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra']",929.0,3,184,Mexico
The Data Science Design Manual  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",782.0,4,46,Mexico
The Little Book of Data Science Tricks: 100+ Techniques to Elevate Your Data Science Skills  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",198.0,2,318,Mexico
Malware Data Science: Attack Detection and Attribution  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",901.0,2,295,Mexico
Invisible Women: the Sunday Times number one bestseller exposing the gender bias women face every day (English Edition)  ,"['Edición Inglés', 'Precio lista ed. digital: ', 'Otros formatos: ', ', ', ', ']",240.0,1,470,Mexico
Libro de Colorear para Adultos Volumen 6: 40 Patrones Relajantes y Anti Estrés  ,"['Hasta 24 meses de ', ' con costo de financiamiento']",358.0,1,120,Mexico
Data Feminism  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",483.0,1,367,Mexico
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data Visualizations, and Present Data Effectively  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",543.0,5,240,Mexico
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,2,2,Mexico
Probability and Statistics for Data Science: Math + R + Data  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",1.0,3,282,Mexico
Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,1,313,Mexico
Introduction to Data Science: Data Analysis and Prediction Algorithms with R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,3,266,Mexico
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ', ', ']",326.0,1,497,Mexico
Storytelling with Data: A Data Visualization Guide for Business Professionals / Una guía de visualización de datos para profesionales de negocios  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",711.0,1,120,Mexico
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",293.0,5,72,Mexico
The Data Detective: Ten Easy Rules to Make Sense of Statistics (English Edition)  ,"['Edición Inglés', 'Otros formatos: ', ', ']",139.0,2,429,Mexico
Causal Analysis: Impact Evaluation and Causal Machine Learning with Applications in R  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",904.0,1,117,Mexico
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,3,300,Mexico
Data Pipelines Pocket Reference: Moving and Processing Data for Analytics  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",413.0,3,411,Mexico
Google Cloud Certified Professional Cloud Architect Study Guide  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",856.0,2,270,Mexico
R for Political Data Science: A Practical Guide  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",999.0,1,411,Mexico
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",678.0,5,454,Mexico
"Numerical Python: Scientific Computing and Data Science Applications with Numpy, Scipy and Matplotlib  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",627.0,3,282,Mexico
Visualizing Health and Healthcare Data: Creating Clear and Compelling Visualizations to See How You're Doing  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",648.0,3,328,Mexico
PYTHON PANDAS AND PYTHON SCIKIT FOR BEGINNERS: A STEP-BY-STEP GUIDE TO DATA ANALYSIS AND VISUALIZATION AND DATA SCIENCE MASTERY - 2 BOOKS IN 1 (English Edition)  ,['Edición Inglés'],0.0,2,132,Mexico
Data Analysis for Social Science: A Friendly and Practical Introduction  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",856.0,3,436,Mexico
The Kaggle Workbook: Self-learning exercises and valuable insights for Kaggle data science competitions  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",907.0,1,253,Mexico
Doing Data Science  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",990.0,2,448,Mexico
Build a Career in Data Science  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",651.0,2,38,Mexico
"Fraud Analytics Using Descriptive, Predictive, and Social Network Techniques: A Guide to Data Science for Fraud Detection  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",856.0,4,483,Mexico
"The Age of Prediction: Algorithms, AI, and the Shifting Shadows of Risk  ","['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",455.0,5,186,Mexico
"Physically Based Rendering, fourth edition: From Theory to Implementation  ","['Edición Inglés', 'Hasta 6 meses sin intereses de ', 'Más opciones de compra', 'Otro formato: ']",2.0,1,125,Mexico
MySQL Crash Course: A Hands-on Introduction to Database Development  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",719.0,4,36,Mexico
Data Analysis Using Regression and Multilevel Hierarchical Models  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",1.0,2,153,Mexico
A Field Guide to Lies: Critical Thinking with Statistics and the Scientific Method  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",307.0,5,55,Mexico
Learning Predictive Analytics with Python: Gain practical insights into predictive modelling by implementing Predictive Analytics algorithms on public datasets with Python  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",974.0,4,344,Mexico
Remote Sensing and GIS for Ecologists: Using Open Source Software  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",929.0,5,267,Mexico
Statistical Method from the Viewpoint of Quality Control  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",257.0,1,240,Mexico
Evading EDR: The Definitive Guide to Defeating Endpoint Detection Systems.  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,1,263,Mexico
Computational Geometry in C  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",1.0,1,416,Mexico
The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ']",310.0,5,284,Mexico
Web3: Charting the Internet's Next Economic and Cultural Frontier  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",620.0,4,1,Mexico
The Recursive Universe: Cosmic Complexity and the Limits of Scientific Knowledge  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",246.0,2,478,Mexico
A Human's Guide to Machine Intelligence: How Algorithms Are Shaping Our Lives and How We Can Stay in Control  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",323.0,2,244,Mexico
"Questions for Couples Journal: 400 Questions to Enjoy, Reflect, and Connect with Your Partner  ","['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento']",243.0,5,364,Mexico
Pocket Surgery  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otro formato: ']",1.0,2,283,Mexico
The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",457.0,1,402,Mexico
Deep Learning Architectures: A Mathematical Approach  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",916.0,5,234,Mexico
What's Inside a Flower?: And Other Questions about Science & Nature  ,"['Edición Inglés', 'Hasta 24 meses de $19.22 con costo de financiamiento', 'Otros formatos: ', ', ']",327.0,3,67,Mexico
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2  ","['Edición Inglés', 'Hasta 24 meses de $54.03 con costo de financiamiento', 'Otro formato: ']",921.0,5,147,Mexico
Libro de Colorear para Adultos Volumen 6: 40 Patrones Relajantes y Anti Estrés  ,['Hasta 24 meses de $21.03 con costo de financiamiento'],358.0,3,196,Mexico
The Numerati  ,"['Edición Inglés', 'Hasta 24 meses de $26.64 con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",454.0,3,331,Mexico
Evading EDR: The Definitive Guide to Defeating Endpoint Detection Systems.  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de $58.74 con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,5,357,Mexico
The Story Behind: The Extraordinary History Behind Ordinary Objects  ,"['Edición Inglés', 'Hasta 24 meses de $19.49 con costo de financiamiento']",332.0,2,25,Mexico
Science!  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",299.0,1,12,Mexico
Data Science Para Negócios. O que Você Precisa Saber Sobre Mineração de Dados e Pensamento Analítico de Dados  ,"['Edición Portuguese Brazilian', 'No hay ofertas destacadas disponibles']",92.17905700246214,5,244,Mexico
A Primer on Scientific Programming with Python: 6  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Otros formatos: ', ', ']",897.0,4,389,Mexico
The Numerati  ,"['Edición Inglés', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",454.0,3,170,Mexico
Evading EDR: The Definitive Guide to Defeating Endpoint Detection Systems.  ,"['Edición Inglés', 'Precio de lista: ', 'Hasta 24 meses de ', ' con costo de financiamiento', 'Más opciones de compra', 'Otro formato: ']",1.0,2,294,Mexico
